CHI St. Joseph's Health (CHI St. Joseph's Health Cardiac Rehab),"600 Pleasant Ave Park Rapids, MN 56470",46.9161097,-95.0624245,Minnesota,50,1,1
CHI St. Luke's Health Memorial - Lufkin (St. Luke's Health Memorial - Lufkin Cardiac Rehabilitation),"312 Gaslight Blvd. 2nd Floor Lufkin, TX 75904",31.3315584,-94.7515575,Texas,799,1,4
"CHI St. Luke's Health, The Woodlands Hospital (CHI St. Luke's Health, The Woodlands Hospital Cardiac Rehab)","17450 St Lukes Way Suite 350 Conroe, TX 77384-8044",30.2027133,-95.4588606,Texas,4582,9,27
CHI St. Vincent Hospital Hot Springs (CHI St. Vincent Hospital Cardiac Rehabilitation),"300 Werner Avenue Hot Springs, AR 71913-6406",34.4679856,-93.0652893,Arkansas,797,4,7
CHI St. Vincent Hospital Hot Springs (Cardiac Rehab),"300 Werner St 200 Heart Center Lane Hot Springs National Park, AR 71913-6406",34.4679856,-93.0652893,Arkansas,797,4,7
Children's Healthcare of Atlanta (CHOA) (Children's Healthcare of Atlanta (CHOA) Cardiac Rehab),"1405 Clifton Rd Atlanta, GA 30322-1060",33.7937283,-84.3197718,Georgia,9176,19,27
Chilton Medical Center (Chilton Medical Cardiac Rehabilitation),"242 West Parkway Cardiac Rehab Dept Pompton Plains, NJ 07444",40.9812651,-74.3040296,New Jersey,34185,39,86
Christiana Care Health System Preventative Medicine & Rehabilitation Institute (Christiana Care Health System Preventative Medicine and Rehabilitation Institute Cardiac Rehab - Wilmington),"PMRI 3506 Kennett Pike Ste 300 Wilmington, DE 19807-3019",39.769181,-75.589572,Delaware,11666,24,41
ChristianaCare Health System-Glasgow Medical Center (ChristianaCare Health System Glasgow Medical Center Cardiac Rehab Newark),"2600 Glasgow Avenue Suite 220 Newark, DE 19702-4777",39.5992242,-75.7446897,Delaware,3437,10,13
Christina Care Health System (Christiana Care Health System Cardiac Rehab - Hygeia),"200 Hygeia Dr. Newark, DE 19713",39.6924956,-75.6750425,Delaware,5171,18,23
Christus Health - Shreveport Bossier (CHRISTUS Health - Shreveport/Bossier Cardiac Rehabilitation),"9425 Healthplex Drive Suite D Shreveport, LA 71106-8148",32.3964829,-93.7489048,Louisiana,1784,7,9
CHRISTUS Ochsner St. Patrick Hospital (CHRISTUS Ochsner St. Patrick Hospital Outpatient Cardiac Rehabilitation),"524 Dr. Michael DeBakey Drive Lake Charles, LA 70601",30.2156765,-93.227256,Louisiana,895,2,9
CHRISTUS Santa Rosa - New Braunfels (CHRISTUS Santa Rosa - New Braunfels Cardiac Rehab),"750 Landa Street, Ste A New Braunfels, TX 78130",29.7010298,-98.145235,Texas,5652,7,19
CHRISTUS Santa Rosa Westover Hills (Christus Santa Rosa Westover Hills Cardiac Rehabilitation),"11212 State Highway 151 Medical Plaza 2, Suite 316 San Antonio, TX 78251-4498",29.4666868,-98.6967157,Texas,5575,3,18
CHRISTUS Schumpert Health System (CHRISTUS Schumpert Cardiac Rehabilitation),"One Saint Mary Place Shreveport, LA 71101",32.493747,-93.7512069,Louisiana,1936,7,10
CHRISTUS Schumpert Healthplex Wellness South (Cardiac Rehab South),"9425 Healthplex Drive Shreveport, LA 71106",32.3964829,-93.7489048,Louisiana,1784,7,9
CHRISTUS Spohn Hospital - Kleberg (CHRISTUS Spohn Kleberg Cardiac Rehabilitation),"1311 E General Cavazos Blvd Ste E Kingsville, TX 78363-7129",27.4900634,-97.8506501,Texas,231,2,2
CHRISTUS Spohn Hospital Alice (Christus Spohn Hospital Alice Cardiac Rehabilitation),"2500 E Main St Alice, TX 78332-4261",27.763897,-98.0415748,Texas,231,2,2
CHRISTUS Spohn Hospital Corpus Christi - Shoreline (CHRISTUS Spohn Shoreline Cardiac Rehabilitation),"600 Elizabeth St. Corpus Christi, TX 78404",27.7781156,-97.3946639,Texas,1375,2,5
Christus St. Elizabeth Hospital (Outpatient Cardiac Rehab Program),"2830 Calder Avenue old Stat Care Building Beaumont, TX 77702",30.0868054,-94.1320259,Texas,1029,2,5
CHRISTUS St. Frances Cabrini Hospital (CHRISTUS St. Frances Cabrini Hospital Cardiac Rehabilitation),"2417 East Texas Avenue Alexandria, LA 71301",31.2833352,-92.4581384,Louisiana,721,2,6
CHRISTUS St. Michael Rehabilitation Hospital (CHRISTUS St. Michael Rehabilitation Hospital Cardiac Rehab),"1801 Galleria Oaks Dr. Texarkana, TX 75503",33.4701118,-94.0635392,Texas,749,1,4
CHRISTUS Trinity Mother Frances Health System (CHRISTUS Trinity Mother Frances Health System Cardiac Rehabilitation - Canton),"18780 Interstate 20 Suite 305 Canton, TX 75103",32.5880658,-95.874215,Texas,243,2,3
CHRISTUS Trinity Mother Frances Health System (CHRISTUS Trinity Mother Frances Health System Cardiac Rehabilitation - Tyler),"Cardiac and Pulmonary Rehab 800 E. Dawson Tyler, TX 75701",32.3429531,-95.2908131,Texas,1082,5,5
CHRISTUS Trinity Mother Frances Health System (CHRISTUS Trinity Mother Frances Health System Cardiac Rehabilitation - Lindale),"3203 S. Main, Suite 312 Lindale, TX 75771",32.4739399,-95.3920761,Texas,1010,5,4
CHRISTUS Trinity Mother Frances Health System (CHRISTUS Trinity Mother Frances Health System Cardiac Rehabilitation - Lake Palestine),"20208 Hwy 155 South, Ste 172 Flint, TX 75762",32.1873509,-95.4377664,Texas,1209,5,6
Cincinnati Children's Hospital Medical Center (Cincinnati Children's Hospital Medical Center Cardiac Rehabilitation),"3333 Burnet Ave C4 Cincinnati, OH 45229-3026",39.1403453,-84.5017598,Ohio,5589,18,21
Cincinnati Veteran's Administration Medical Center (Home-Based Smart Phone Cardiac Rehabilitation),"3200 Vine St Cincinnati, OH 45220-2213",39.139837,-84.5088721,Ohio,5589,18,21
Citizens Medical Center (Citizens Healthplex - Cardiac Rehab),"2701 Hospital Dr. Victoria, TX 77901",28.8128962,-96.9758209,Texas,694,2,6
Citizens Memorial Hospital (Citizens Memorial Hospital Cardiac Rehabilitation),"1500 N Oakland Bolivar, MO 65613",37.6265942,-93.4201046,Missouri,161,1,2
City Hospital of White Rock (White Rock Medical Center Cardiac Rehab),"9440 Poppy Drive Suite 100 Dallas, TX 75218",32.8350351,-96.7045646,Texas,11362,23,56
CJW Medical Center (Chippenham Cardiac Rehabilitation),"7101 Jahnke Rd Richmond, VA 23225-4017",37.513886,-77.5263617,Virginia,5791,8,14
Clallam County Public Hospital District No. 2 d/b/a Olympic Medical Center (Olympic Medical Center Sequim Heart Center Rehabilitation),"840 N 5th Ave Sequim, WA 98382-3045",48.0898373,-123.1112863,Washington,131,4,3
Clallam County Public Hospital District No. 2 d/b/a Olympic Medical Center (Olympic Medical Center Port Angeles Heart Center Rehabilitation),"939 Caroline St Port Angeles, WA 98362-3909",48.1154826,-123.4144823,Washington,106,3,2
Clarinda Regional Health Center (Cardiac Rehabilitation Program),"823 S. 17th Street Clarinda, IA",40.7307433,-95.0392121,Iowa,203,4,6
Clarinda Regional Health Center (Clarinda Regional Health Center Cardiac Rehab),"220 Essie Davison Drive Clarinda, IA 51632",40.7234542,-95.0431997,Iowa,203,4,6
Clarity Physical Therapy & Wellness Center (Clarity Physical Therapy & Wellness Center Cardiac Rehab),"814 Hillgrove Ave Western Springs, IL 60558-1439",41.8098499,-87.899573,Illinois,21057,53,69
Clark Memorial Hospital (Cardiac Rehab),"1220 Missouri Ave Jeffersonville, IN 47130",38.282409,-85.7485755,Indiana,4514,19,16
Clark Regional Medical Center (Clark Regional Medical Center Cardiac Rehab),"225 Hospital Dr Ste 155 Winchester, KY 40391-7624",38.0122239,-84.215117,Kentucky,2626,9,14
Clarke County Hospital (Clarke County Hospital Cardiac Rehabilitation),"800 S. Fillmore Osceola, IA 50213",41.0260083,-93.7684297,Iowa,100,3,4
Clearfield Hospital (Cardiac Rehabilitation),"809 Turnpike Avenue Clearfield, PA 16830",41.0339722,-78.4501275,Pennsylvania,350,4,5
Cleveland Clinic (Preventive Cardiology and Rehabilitation),"9500 Euclid Avenue Desk JB-1 Cleveland, OH 44195",41.502539,-81.6210658,Ohio,9343,25,28
Cleveland Clinic Akron General (Cleveland Clinic Akron General Cardiac Rehabilitation),"1 Akron General Ave. Cleveland Clinic Akron General Akron, OH 44307",41.0783044,-81.5316893,Ohio,9092,22,26
Cleveland Clinic Akron General (CCAG) - Bath (Cleveland Clinic Akron General (CCAG) - Bath Cardiac Rehab),"4125 Medina Rd Ste 217 Akron, OH 44333",41.1368332,-81.658642,Ohio,10068,26,30
Cleveland Clinic Euclid Hospital (Cleveland Clinic Euclid Hospital Cardiac Rehabilitation),"18901 Lake Shore Blvd. Euclid, OH 44119",41.5991521,-81.5483641,Ohio,7123,20,21
Cleveland Clinic Florida (Cleveland Clinic Florida Cardiac Rehabilitation),"3250 Meridian Pkwy Weston, FL 33331",26.0769425,-80.3673439,Florida,14829,14,38
Cleveland Clinic Hillcrest Hospital (Cleveland Clinic Hillcrest Hospital Cardiac Rehabilitation),"6780 Mayfield Rd. Mayfield Hts, OH 44124",41.5188509,-81.4353666,Ohio,7718,21,24
Cleveland Clinic Indian River Hospital (Cleveland Clinic Indian River Hospital Cardiac Rehab),"1000 36th St. Vero Beach, FL 32960",27.6583557,-80.3937643,Florida,1379,1,6
Cleveland Clinic Marymount Hospital (Cleveland Clinic Marymount Hospital Cardiac Rehabilitation),"12300 McCracken Rd Trudell Center Cleveland, OH 44125-2914",41.4210803,-81.5962885,Ohio,9563,26,29
Cleveland Clinic Medina Hospital (Cleveland Clinic Medina Hospital Cardiac Rehab),"1000 E Washington St Medina, OH 44256-2170",41.137528,-81.8376065,Ohio,8359,24,28
Cleveland Clinic South Pointe Hospital (Cleveland Clinic South Pointe Hospital Cardiac Rehab),"20000 Harvard Rd SPB-201 Warrensville Heights, OH 44122",41.4480003,-81.5373364,Ohio,9343,25,28
Cleveland Clinic Union Hospital (Cleveland Clinic Union Hospital Cardiac Rehabilitation),"659 Boulevard St EG005 Dover, OH 44622-2026",40.51497,-81.4556837,Ohio,1589,7,8
Cleveland Clinic Weston (Cleveland Clinic Weston Cardiac Rehab),"2950 Cleveland Clinic Blvd Weston, FL 33331-3609",26.0817163,-80.3638858,Florida,14829,14,38
Clifton Springs Hospital and Clinic (Clifton Springs Hospital & Clinic Cardiac Rehabilitation and Fitness Center),"2 Coulter Road Clifton Springs, NY 14432",42.9603876,-77.1362924,New York,2303,6,9
Clinch Valley Medical Center (Clinch Valley Medical Center Cardiac Cardiac Rehab),"6801 Gov. G.C. Peery Highway Richland, VA 24641",37.0931692,-81.7937271,Virginia,726,3,7
CMG Stroobants Center (Stroobants Cardiac Rehab),"2410 Atherholt Rd Lynchburg, VA 24501-2148",37.4071359,-79.1768096,Virginia,1528,3,5
CMM Hasan Physician PC (Cardiac Rehabilitation),"87-19 168th St Jamaica, NY 11432-3627",40.7112211,-73.7951043,New York,41886,41,106
Coastal Carolina Hospital (Cardiac Rehabilitation),"1000 Medical Center Drive Hardeeville, SC 29927",32.3146802,-81.0537304,South Carolina,1502,7,7
Coliseum Medical Centers (Healthy Hearts Cardiac Rehabilitation),"350 Hospital Drive Macon, GA 31217",32.8473009,-83.618713,Georgia,1550,5,9
College Station Medical Center (Cardiac Rehabilitation Program),"1604 Rock Prairie Rd Cardiac Rehabilitation Program College Station, TX 77845",30.5812822,-96.289711,Texas,590,3,6
College Station Medical Center (CSMC),"301 Landsburg Ln College Station, TX 77845",30.571671,-96.3061888,Texas,650,3,7
Colorado Plains Medical Center (Colorado Plains Rehabilitation),"1000 Lincoln St. Ft. Morgan, CO 80701",40.2608045294785,-103.795393808095,Colorado,75,1,2
Columbia - St. Mary's Ozaukee Campus (Ascension Columbia St. Mary's Ozaukee Cardiac Rehabilitation),"13111 N. Port Washington Road Mequon, WI 53097",43.2565785,-87.9261886,Wisconsin,5448,13,25
Columbia Memorial Hospital (Columbia Memorial Hospital Cardiac Rehabilitation),"2055 Exchange St Suite 170 Astoria, OR 97103",46.1878292,-123.8191682,Oregon,82,3,3
Columbus Community Hospital (Columbus Community Hospital Cardiac Rehabilitation),"4600 38th Street PO Box 1800 Columbus, NE 68601",41.4302973,-97.3593904,Nebraska,130,2,5
Columbus Regional Hospital (Columbus Regional Hospital Cardiac Rehabilitation),"2400 East 17th Street Columbus, IN 47201",39.2169006,-85.8954683,Indiana,489,4,6
Common Spirit CHI St. Mary's (Common Spirit CHI St. Mary's Cardiac Rehab),"1301 Grundman Blvd Nebraska City, NE 68410-3319",40.6564185,-95.8625877,Nebraska,963,5,7
Community Health Network - East Campus (Community Hospital East Cardiac Rehab),"1500 N Ritter Ave Indianapolis, IN 46219",39.7881459,-86.0764807,Indiana,5388,11,23
Community Heart and Vascular Hospital (Community Heart and Vascular Hospital Cardiac Rehabilitation),"8075 North Shadeland Avenue, Suite 130 Indianapolis, IN 46250",39.90191,-86.0444066,Indiana,5568,12,26
Community Hospital (Community Hospital Cardiac Rehabilitation Phase 2),"901 MacArthur Blvd. Munster, IN 46321",41.551037,-87.5064193,Indiana,14913,37,48
Community Hospital (Community Hospital Cardiac Rehabilitation Program),"1301 E H St P.O. Box 1328 McCook, NE 69001",40.2053372,-100.6081311,Nebraska,63,1,3
Community Hospital Grand Junction CO (Community Hospital Cardiac Rehab),"2351 G Rd Grand Junction, CO 81505-9641",39.1051146,-108.6151127,Colorado,431,2,3
Community Hospital of the Monterey Peninsula (Cardiac Rehabilitation),"Cardiopulmonary Wellness 576 Hartnell St. Monterey, CA 93940",36.5953705,-121.8963047,California,1009,3,6
Community Hospital South (Community Hospital South Cardiac Rehab),"Outpatient Cardiopulmonary Rehab Dept. 1402 E. County Line Rd. South Indianapolis, IN 46227",39.6372037,-86.1324813,Indiana,5225,11,22
Community Howard Regional Health (Community Howard Regional Health Cardiac Rehab),"3500 South Lafountain Street Kokomo, IN 46904-9011",40.4471686,-86.1250836,Indiana,662,8,9
Community Medical Center (Community Medical Center Cardiac Rehabilitation),"99 Highway 37 West Toms River, NJ 08757",39.9638264,-74.2157315,New Jersey,3543,10,10
Community Medical Center (Community Medical Center Cardiac Rehab),"3502 Barada St Falls City, NE 68355",40.1016214,-95.5864304,Nebraska,144,2,7
Community Medical Center (Community Medical Center Cardiac Rehab),"2827 Fort Missoula Rd Missoula, MT 59804-7408",46.8476744,-114.0486987,Montana,404,3,2
Community Memorial Hospital (Community Memorial Hospital Cardiac Rehabilitation),"909 West First St. P.O. Box 148 Sumner, IA 50674",42.8474801,-92.0915633,Iowa,913,6,10
Concord Hospital (Concord Hospital Cardiac Rehabilitation),"250 Pleasant Street Suite 1600 Concord, NH 03301",43.19842,-71.5622415,New Hampshire,1229,9,8
Concord Hospital-Laconia (Concord Hospital-Laconia Cardiac Rehab),"80 Highland St Laconia, NH 03246-3235",43.528536,-71.4632103,New Hampshire,654,5,7
Cone Health/Moses H. Cone Memorial Hospital (Cone Health/Moses H. Cone Memorial Hospital Cardiac Rehabilitation),"1200 North Elm Street GW 150 Greensboro, NC 27401",36.0910599,-79.7872518,North Carolina,4212,6,14
Conemaugh Memorial Medical Center (Conemaugh Memorial Medical Center Cardiac Rehabilitation Program),"1086 Franklin Street Johnstown, PA 15905",40.3047101,-78.9187023,Pennsylvania,1078,4,7
Confluence Health (Confluence Health Cardiac Rehab),"1201 S Miller St Wenatchee, WA 98801-3201",47.406135,-120.3204967,Washington,206,1,4
Conway Medical Center (Conway Medical Center Cardiac Rehabilitation),"2369 Cypress Cir Conway, SC 29526-8921",33.7844103,-79.0002672,South Carolina,917,4,5
Cookeville Regional Medical Center (Cookeville Regional Medical Center Cardiac Rehabilitation),"228 West 4th Street, Suite 100 Cookeville, TN 38501",36.168226,-85.510681,Tennessee,582,1,6
Cooley Dickinson Hospital (Cardiac Rehabilitation Program),"30 Locust Street Northampton, MD 01060",42.3303999,-72.6537368,Maryland,1708,9,10
Coon Memorial Hospital (Coon Memorial Hospital CR Program),"1411 Denver Ave Dalhart, TX 79029",36.0516278,-102.5209785,Texas,21,1,1
Cooperman Barnabas Medical Center (Cooperman Barnabas Medical Center Cardiac Rehabilitation),"94 Old Short Hills Rd Saint Barnabas Medical Center- East Wing Livingston, NJ 07039-5672",40.7629282,-74.3037812,New Jersey,36652,40,93
Copley Hospital (Copley Hospital),"528 Washington Hwy Morrisville, VT 05444",44.5532255,-72.5914576,Vermont,242,6,4
Copley Memorial Hospital (Copley Memorial Hospital - Aurora Cardiac Rehabilitation),"2088 Ogden Avenue Suite 120 Aurora, IL 60504",41.7302622,-88.2655085,Illinois,9689,33,34
Copley Memorial Hospital - Yorkville (Copley Memorial Hospital - Yorkville Cardiac Rehabilitation),"1100 W Verterans Pkwy Suite 330 Yorkville, IL 60560",41.6594704,-88.4695481,Illinois,3596,17,16
Corpus Christi Medical Center (Corpus Christi Medical Center Cardiac Rehabilitation),"7002 Williams Drive Corpus Christi, TX 78412",27.6928405,-97.3457059,Texas,1375,2,5
Coshocton Regional Medical Center (Coshocton Regional Medical Center Cardiac Rehabilitation),"1460 Orange St Coshocton, OH 43812-2229",40.2710019,-81.8477934,Ohio,794,4,6
Coteau Des Prairies Health Care System (Coteau Des Prairies Cardiac Rehabilitation Program),"205 Orchard Drive Sisseton, SD 57262",45.6574454,-97.05006,South Dakota,50,2,2
Coteau Des Prairies Hospital (Coteau Des Prairies Cardiac Rehabilitation),"205 Orchard Dr. Sisseton, SD 57262",45.6574454,-97.05006,South Dakota,50,2,2
Coulis Cardiology (Coulis Cardiology Cardiac Rehabilitation),"1414 North Taylor Drive Sheboygan, WI 53081",43.7605405,-87.7503163,Wisconsin,631,7,5
Covenant Medical Center LifeStyle Centre (Covenant Medical Center LifeStyle Centre Cardiac Rehabilitation),"3615 19th Street Box 144 Lubbock, TX 79410",33.5769234,-101.8918876,Texas,1299,3,7
Covenant Medical Center/Mercy Health Network (MercyOne-Waterloo),"3421 West Ninth St Suite 1253 Waterloo, IA 50702",42.4614809,-92.3460257,Iowa,975,6,10
Cox Health - Branson (CoxHealth - Branson Cardiac Rehab),"1150 State Highway 248 Suite 100 Branson, MO 65616-3758",36.6639914,-93.2362921,Missouri,182,4,2
Cox Monett Hospital (Cox Monett Hospital Cardiac Rehabilitation),"1000 E Highway 60 Monett, MO 65708",36.9154444,-93.8911131,Missouri,170,5,5
CoxHealth Branson West (CoxHealth Branson West Cardiac Rehabilitation Program),"18452 Business 13 Reeds Spring, MO 65737-9609",36.7010782,-93.3688485,Missouri,268,6,5
Crete Area Medical Center (Crete Area Medical Center Cardiac Rehabilitation),"2910 Betten Dr Crete, NE 68333",40.6406301,-96.9354224,Nebraska,1073,5,9
Crittenton Hospital Medical Center (Cardiac Rehab Program),"1101 W. University Dr. Rochester, MI 48307",42.6796888,-83.1493212,Michigan,9571,22,32
CRMC Wellness Center (Coffee Regional Medical Center),"200 Doctors Dr Ste 222 Douglas, GA 31533-2203",31.5110864,-82.8665219,Georgia,257,1,5
Crook County Medical Service District (Crook County Medical Service District CR Program),"P.O. Box 517 Sundance, WY 82729",44.4063746,-104.3757816,Wyoming,60,2,2
Crossing Rivers Health (Crossing Rivers Health Cardiac Rehabilitation),"37868 US Highway 18 Prairie Du Chien, WI 53821-8416",43.0216961,-91.1128784,Wyoming,150,4,6
Crozer Chester Medical Center (Crozer Cardiac Rehabilitation Center),"One Medical Center Blvd. Upland, PA 19013",39.8570634,-75.3666362,Pennsylvania,15829,31,57
Cullman Regional Medical Center (Cullman Regional Medical Center Cardiac Rehabilitation),"PO Box 1108 1912 AL Hwy. 157 Cullman, AL 35056-1108",34.2059022,-86.845006,Alabama,673,2,5
Cumberland Medical Center (Cumberland Medical Center Cardiac Rehabilitation),"421 S Main St Crossville, TN 38555-5048",35.943392,-85.0218843,Tennessee,353,4,5
Cumberland Memorial Hospital (Cumberland Healthcare Cardiac Rehabilitation),"1705 16th Ave Cumberland, WI 54829",45.5425759,-92.055072,Wisconsin,190,6,7
CUMC - Bergan Mercy Hospital (CHI Health - CUMC - Bergen Mercy Hospital Cardiac Rehab),"7710 Mercy Road Suite 226 Omaha, NE 68124",41.2392441,-96.0310109,Nebraska,3845,12,17
Dartmouth Hitchcock Medical Ctr (DHMC Cardiac Rehabilitation),"1 Medical Center Drive Lebanon, NH 03756",43.6760344,-72.2726469,New Hampshire,581,4,8
Davis Medical Center (Davis Medical Center Cardiac Rehabilitation),"812 Gorman Ave Elkins, WV 26241",38.9280765,-79.8540941,West Virginia,203,2,3
Day Kimball Hospital (Cardiac Rehabilitation),"320 Pomfret Street Putnam, CT 06255",41.9065432,-71.9137355,Connecticut,4526,14,21
DCH Regional Medical Center (DCH Regional Medical Center Cardiac Rehabilitation),"809 University Boulevard East Medical Tower, 2nd Floor Tuscaloosa, AL 35401",33.2051666,-87.526571,Alabama,822,1,3
Deaconess Hospital (Deaconess Outpatient Heart & Lung Center),"910 W. 5th Ave., Suite 650 Spokane, WA 99204",47.6516906,-117.4251921,Washington,988,5,5
Decatur County Hospital (Dedicated Caring Healing (DCH)),"1405 Northwest Church Street Leon, IA 50144",40.7509899,-93.7468416,Iowa,91,3,4
Decatur County Memorial Hospital (Decatur County Memorial Hospital Cardiac Rehab),"720 N Lincoln St. Greensburg, IN 47420",39.3440127,-85.4786454,Indiana,429,6,7
Decatur Memorial Hospital (Decatur Memorial Hospital Cardiac Rehab),"2300 N Edward St Decatur, IL 62526-4163",39.8671025,-88.9614339,Illinois,608,2,5
Decatur Morgan Hospital (Decatur Morgan Cardiac Rehabilitation),"1874 Beltline Road Decatur, AL 35601",34.5764235,-87.0170646,Alabama,1863,3,8
DeKalb Health (Cardiovascular Rehabilitation),"1316 East Seventh Street, P. O. Box 542 Auburn, IN 46706",41.3688901,-85.0354441,Indiana,2093,3,16
DeKalb Medical Center (Heart Wellness),"2701 North Decatur Road Decatur, GA 30033",33.7915336,-84.2825631,Georgia,9277,20,28
Del Sol LifeCare Center (Del Sol LifeCare Center Cardiac Rehab),"7852 Gateway East El Paso, TX 79915",31.7555034,-106.35174,Texas,2058,3,8
"Delaware Valley Hospital, Inc. (UHS/Delaware Valley Hospital Cardiac Rehabilitation Program)","1 Titus Place Walton, NY 13856",42.1641361,-75.1289069,New York,223,3,7
Delhi Hospital (Delhi Hospital Cardiac Rehabilitation),"407 Cincinnati St. Delhi, LA 71232",32.4528555,-91.4937134,Louisiana,154,1,5
Delray Medical Center (Delray Medical Center Cardiac Rehabilitation),"5352 Linton Blvd Delray Beach, FL 33484-6514",26.4370058,-80.1276797,Florida,7999,10,24
Delta County Memorial Hospital (Cardiac Rehabilitation),"1501 East 3rd Street P.O. Box 10100 Delta, CO 81416",38.7453519,-108.047069,Colorado,124,2,2
Delta Regional Medical Center (Delta Regional Medical Center Cardiac Rehab),"1400 E Union St CATH Lab Greenville, MS 38703-3246",33.4110128,-91.0353504,Mississippi,588,1,6
Denton Regional Medical Center (Medical City Denton Cardiac Rehabilitation),"3535 S. Interstate 35 E. Denton, TX 76210",33.1778414,-97.0910274,Texas,8534,18,45
Denver Health Hospital (Healthy Hearts Cardiac Rehabilitation),"777 S Bannock St. Denver, CO 80204",39.7066695,-104.9899582,Colorado,6102,16,26
DePaul Health Center (Cardiac Rehabilitation),"12303 DePaul Drive St. Louis, MO 63044-2588",38.7502554,-90.4341088,Missouri,8288,18,31
Desert Springs Hospital (Desert Springs Hospital Cardiac Rehabilitation),"2075 E Flamingo Rd Las Vegas, NV 89119-5188",36.1129044,-115.1253166,Nevada,4930,2,21
DeTar Healthcare System (DeTar Cardiac And Rehabilitation Education (CARE)),"605 E San Antonio St Ste 420 Victoria, TX 77901-6050",28.8074986,-96.9980063,Texas,694,2,6
Dignity Health Marian Regional Medical Center (Dignity Health Marian Regional Medical Center Cardiac Rehabilitation),"1207 E. Main St. Santa Maria, CA 93454",34.9540705,-120.4159421,California,624,3,6
Dignity Health/French Hospital (Dignity Health/French Hospital Cardiac Rehab),"1911 Johnson Avenue San Luis Obispo, CA 93401",35.2779659,-120.6512671,California,675,3,5
Divine Savior Healthcare (Cardiac Rehabilitation),"2817 New Pinery Road Portage, WI 53901",43.5671155,-89.4663678,Wisconsin,259,7,5
Doctors Community Hospital (Doctors Community Hospital Cardiac Rehabilitation),"8118 Good Luck Rd Lanham, MD 20706",38.9808223,-76.8651595,Maryland,12943,21,40
Doctors Hospital - Ohio Health (OhioHealth Cardiac Rehab - Doctors Hospital),"5131 Beacon Hill Rd Ste 110 Columbus, OH 43228-4412",39.9530042,-83.1376765,Ohio,5363,18,15
Doctors Hospital At Renaissance Imaging Center Main Campus (DHR Health Cardiac Rehab),"5521 Doctor’S Drive Edinburg, TX 78539",26.254697,-98.2069727,Texas,1759,2,7
Dominican Hospital (Dominican Hospital Cardiac Rehabilitation),"1555 Soquel Drive Santa Cruz, CA 95065",36.989473,-121.9844119,California,3815,7,16
Dosher Memorial Hospital (Dosher Cardiac Rehab),"3009 Medical Plaza Ln Southport, NC 28461",33.9566085,-78.1376916,North Carolina,899,3,3
DownEast Community Hospital (Cardiac Rehab),"11 Hospital Drive Machias, ME 04654",44.7138148,-67.4763879,Maine,25,1,1
Doylestown Hospital (Doylestown Hospital Cardiac Rehabilitation),"595 West State Street Doylestown, PA 18901",40.3056669,-75.1463292,Pennsylvania,16527,27,61
Dublin Methodist Hospital - Ohio Health (OhioHealth Cardiac Rehab - Dublin Methodist Hospital),"7500 Hospital Dr Ste 3728 Dublin, OH 43016-8518",40.1013879,-83.1646677,Ohio,5316,18,15
Duke Raleigh Hospital Wellness Center (Cardiac Rehabilitation Program),"3301 Executive Dr. Raleigh, NC 27609",35.826906,-78.619315,North Carolina,4191,7,11
Dukes Memorial Hospital (Dukes Memorial Hospital Cardiac Rehabilitation),"275 W. 12th St., Suite 100 Peru, IN 46970",40.7560108,-86.0843178,Indiana,479,7,7
"Durham Regional Hospital (Cardiac Rehabilitation, Wellness Institute)","3643 North Roxboro Road Durham, NC 27704",36.0361504,-78.9009894,North Carolina,4009,6,11
EAMC-Lanier (EAMC-Lanier Cardiac Rehabilitation),"4800 48th Street Valley, AL 36854",32.8246478,-85.1685934,Alabama,2030,7,9
East Alabama Medical Center (East Alabama Medical Center Cardiac Rehabilitation),"2000 Pepperell Parkway Opelika, AL 36801",32.6386458,-85.4053903,Alabama,1918,6,9
East Jefferson General Hospital (East Jefferson Hospital Cardiac Rehabilitation),"4200 Houma Blvd. Cardiac Rehab Dept., 7 South Metairie, LA 70006",30.0105226,-90.1813132,Louisiana,3615,10,18
East Ohio Regional Hospital (East Ohio Regional Hospital Cardiac Rehabilitation),"90 N. 4th St. Martins Ferry, OH 43935",40.0985195,-80.7203156,Ohio,1611,7,11
East Orange General Hospital (Cardiac Rehab & Wellness),"240 Central Avenue 6th Floor, East Pavilion East Orange, NJ 07018",40.7536229,-74.2119646,New Jersey,40951,44,101
East Texas Medical Center Fairfield (Cardiac Rehabilitation Program),"125 Newman St Fairfield, TX 75840-1419",31.72539,-96.1706795,Texas,115,1,3
Eastern Idaho Regional Medical Center (EIRMC Cardiac Rehab),"3100 Channing Way Idaho Falls, ID 83404",43.4699425,-111.9921783,Idaho,535,1,6
Eastern Niagara Hospital (Eastern Niagara Hospital Cardiac Rehabilitation),"521 East Ave. Lockport, NY 14094",43.177731,-78.6715667,New York,3196,6,16
Eaton Rapids Medical Center (Cardiac & Vascular Health),"1500 S. Main Street Eaton Rapids, MI 48827",42.4949634,-84.6587832,Michigan,1622,7,9
ECH-Heritage Inc DBA Vidant Edgecombe Hospital (Cardiac Rehab),"111 Hospital Drive Tarboro, NC 27886",35.9212265,-77.5556727,North Carolina,1779,4,5
Edgerton Hospital and Health Services (Edgerton Hospital and Health Services Cardiac Rehabilitation),"11101 N Sherman Rd Edgerton, WI 53534-9002",42.833992,-89.0439894,Wisconsin,2147,9,9
